COUNTY,DATE,T_TRANS_UNIT,T_COVID_19,WAGE,CCI,UNEMP_RATE,F2_INT_RATE,SENT_ECON
AB,4/1/2020,0.107381397,0.598267785,2720,133.7,6.4,5.68,59.9
AB,5/1/2020,0.263851433,0.573723465,2761,134.2,6.7,5.75,67.1
AB,6/1/2020,0.202490635,0.190218475,3011,135.8,6.9,5.79,79.1
AB,7/1/2020,0.515430707,0.902003737,3003,135.8,6.5,5.78,85.2
AB,8/1/2020,0.263851433,1.15971909,2992,136.4,6.3,5.78,90.1
AB,9/1/2020,0.269987513,2.190580504,2992,136.8,6.1,5.65,92.7
AB,10/1/2020,0.441797749,9.872952467,3011,136.4,6.1,5.41,92
AB,11/1/2020,0.481682268,15.06100797,3048,140,6.2,5.27,89
AB,12/1/2020,0.365096751,7.02581142,3068,140,6.3,5.36,90.7
AB,1/1/2021,0.251579274,4.835230916,3370,135.7,5.9,5.26,93.7
AB,2/1/2021,0.297599872,5.292368864,2916,137.9,5.9,5.28,94.4
AB,3/1/2021,0.300667912,8.532219021,2902,142.2,6,5.29,94.7
AB,4/1/2021,0.239307114,6.663782709,3037,146.3,5.5,5.11,95.8
AB,5/1/2021,0.208626715,2.086267147,3080,150.1,5.3,4.73,101
AB,6/1/2021,0.217830834,0.279191633,3038,153.3,5.1,4.6,101.4
AB,7/1/2021,0.288395753,0.067496878,3106,155.6,5.3,4.58,103
AB,8/1/2021,0.288395753,0.39270911,3090,157.2,5.5,4.36,102.5
AB,9/1/2021,0.312940072,5.234076106,3024,158.3,5.3,4.21,101.3
AB,10/1/2021,0.285327713,23.4091446,3131,161.2,5.7,4.17,101.2
AB,11/1/2021,0.362028711,8.780730255,3222,167.5,5.7,4.12,100.3
AB,12/1/2021,0.322144192,1.94206927,3255,165.2,6,4.12,103.2
AB,1/1/2022,0.138061796,21.07743426,3183,164.3,6,4.1,102.3
AB,2/1/2022,0.309872032,31.55479059,3259,168.5,5.8,4.15,102
AB,3/1/2022,0.248511234,5.405886341,3514,177.6,5.6,4.16,102.6
AB,4/1/2022,0.168742196,1.426638563,3382,179.9,5.5,4.22,103.4
AB,5/1/2022,0.328280272,0.506226587,3421,181.6,5.5,4.53,102.4
AB,6/1/2022,0.435661669,0.085905118,3498,184.4,5.5,4.87,101.8
AB,7/1/2022,0.358960671,5.611445016,3462,187.1,5.5,5.27,102.1
AB,8/1/2022,0.245443194,7.645555484,3435,180.6,5.5,5.68,100.6
AB,9/1/2022,0.199422595,2.982134804,3542,180.4,5.5,6.21,101.9
AB,10/1/2022,0.205558675,0.975636695,3509,182.1,5.7,6.73,102.4
AR,4/1/2020,0.129223222,1.377568312,2504,133.7,6.4,5.68,59.9
AR,5/1/2020,0.141414092,0.321838968,2656,134.2,6.7,5.75,67.1
AR,6/1/2020,0.190177572,0.021943566,2816,135.8,6.9,5.79,79.1
AR,7/1/2020,0.2438174,0.826540987,2812,135.8,6.5,5.78,85.2
AR,8/1/2020,0.204806616,1.916404766,2766,136.4,6.3,5.78,90.1
AR,9/1/2020,0.273075488,2.11389686,2766,136.8,6.1,5.65,92.7
AR,10/1/2020,0.655868807,6.644024157,2851,136.4,6.1,5.41,92
AR,11/1/2020,0.448624017,14.29745235,2901,140,6.2,5.27,89
AR,12/1/2020,0.865551771,6.575755285,3014,140,6.3,5.36,90.7
AR,1/1/2021,0.380355144,4.266804505,3105,135.7,5.9,5.26,93.7
AR,2/1/2021,0.577847239,3.913269274,2936,137.9,5.9,5.28,94.4
AR,3/1/2021,0.629048893,7.858234811,2912,142.2,6,5.29,94.7
AR,4/1/2021,0.624172545,6.495295543,3014,146.3,5.5,5.11,95.8
AR,5/1/2021,0.399860536,0.909438903,3066,150.1,5.3,4.73,101
AR,6/1/2021,0.604667153,0.18286305,2969,153.3,5.1,4.6,101.4
AR,7/1/2021,0.614419849,0.080459742,3049,155.6,5.3,4.58,103
AR,8/1/2021,0.719261331,0.604667153,3063,157.2,5.5,4.36,102.5
AR,9/1/2021,0.731452201,6.741551118,2935,158.3,5.3,4.21,101.3
AR,10/1/2021,0.682688721,23.4649866,3025,161.2,5.7,4.17,101.2
AR,11/1/2021,0.587599935,11.80320035,3161,167.5,5.7,4.12,100.3
AR,12/1/2021,0.687565069,4.071750585,3282,165.2,6,4.12,103.2
AR,1/1/2022,0.331591664,22.35317926,3129,164.3,6,4.1,102.3
AR,2/1/2022,0.555903673,32.47647772,3185,168.5,5.8,4.15,102
AR,3/1/2022,0.729014027,6.427026671,3222,177.6,5.6,4.16,102.6
AR,4/1/2022,0.443747668,1.933471984,3266,179.9,5.5,4.22,103.4
AR,5/1/2022,0.580285413,0.716823157,3295,181.6,5.5,4.53,102.4
AR,6/1/2022,0.626610719,0.151166788,3370,184.4,5.5,4.87,101.8
AR,7/1/2022,0.536398281,6.739112944,3354,187.1,5.5,5.27,102.1
AR,8/1/2022,0.599790805,9.903862799,3300,180.6,5.5,5.68,100.6
AR,9/1/2022,0.587599935,3.53291413,3439,180.4,5.5,6.21,101.9
AR,10/1/2022,0.558341847,1.245906915,3469,182.1,5.7,6.73,102.4
AG,4/1/2020,0.119312479,0.24564334,2850,133.7,6.4,5.68,59.9
AG,5/1/2020,0.166686552,0.210551434,2917,134.2,6.7,5.75,67.1
AG,6/1/2020,0.164931957,0.935199287,2966,135.8,6.9,5.79,79.1
AG,7/1/2020,0.173704933,4.265421138,3164,135.8,6.5,5.78,85.2
AG,8/1/2020,0.180723314,3.145989346,3035,136.4,6.3,5.78,90.1
AG,9/1/2020,0.205287648,0.905371167,3035,136.8,6.1,5.65,92.7
AG,10/1/2020,0.473740727,2.454678804,3125,136.4,6.1,5.41,92
AG,11/1/2020,0.314072556,12.10495287,3212,140,6.2,5.27,89
AG,12/1/2020,0.384256367,8.315027056,3136,140,6.3,5.36,90.7
AG,1/1/2021,0.268453079,2.916137364,3352,135.7,5.9,5.26,93.7
AG,2/1/2021,0.547433729,1.605454686,3173,137.9,5.9,5.28,94.4
AG,3/1/2021,0.487777489,4.690033197,3033,142.2,6,5.29,94.7
AG,4/1/2021,0.507078037,4.660205077,3067,146.3,5.5,5.11,95.8
AG,5/1/2021,0.361446629,1.468596254,3255,150.1,5.3,4.73,101
AG,6/1/2021,0.493041275,0.250907126,3147,153.3,5.1,4.6,101.4
AG,7/1/2021,0.473740727,0.078956788,3182,155.6,5.3,4.58,103
AG,8/1/2021,0.438648821,0.387765558,3309,157.2,5.5,4.36,102.5
AG,9/1/2021,0.43163044,3.526736523,3153,158.3,5.3,4.21,101.3
AG,10/1/2021,0.322845532,20.29540366,3055,161.2,5.7,4.17,101.2
AG,11/1/2021,0.259680102,7.890414997,3194,167.5,5.7,4.12,100.3
AG,12/1/2021,0.361446629,1.572117375,3462,165.2,6,4.12,103.2
AG,1/1/2022,0.284244436,13.3594885,3342,164.3,6,4.1,102.3
AG,2/1/2022,0.329863914,31.02299923,3277,168.5,5.8,4.15,102
AG,3/1/2022,0.403556916,2.733659454,3350,177.6,5.6,4.16,102.6
AG,4/1/2022,0.282489841,0.684292161,3541,179.9,5.5,4.22,103.4
AG,5/1/2022,0.282489841,0.391274749,3420,181.6,5.5,4.53,102.4
AG,6/1/2022,0.201778458,0.103521122,3544,184.4,5.5,4.87,101.8
AG,7/1/2022,0.242134149,4.393506594,3715,187.1,5.5,5.27,102.1
AG,8/1/2022,0.291262817,5.274313427,3475,180.6,5.5,5.68,100.6
AG,9/1/2022,0.326354723,1.637037401,3523,180.4,5.5,6.21,101.9
AG,10/1/2022,0.24915253,0.61761754,3545,182.1,5.7,6.73,102.4
BC,4/1/2020,0.061524443,0.375797947,2748,133.7,6.4,5.68,59.9
BC,5/1/2020,0.061524443,0.465590377,2893,134.2,6.7,5.75,67.1
BC,6/1/2020,0.074827025,0.212841315,2943,135.8,6.9,5.79,79.1
BC,7/1/2020,0.244434948,1.21053498,3085,135.8,6.5,5.78,85.2
BC,8/1/2020,0.17958486,2.291369784,2993,136.4,6.3,5.78,90.1
BC,9/1/2020,0.199538733,2.841764122,2993,136.8,6.1,5.65,92.7
BC,10/1/2020,0.696722743,6.245562342,3003,136.4,6.1,5.41,92
BC,11/1/2020,0.547068693,8.069678926,2990,140,6.2,5.27,89
BC,12/1/2020,0.596953376,5.389208613,3092,140,6.3,5.36,90.7
BC,1/1/2021,0.379123593,3.980797723,3286,135.7,5.9,5.26,93.7
BC,2/1/2021,0.369146656,2.741994755,3056,137.9,5.9,5.28,94.4
BC,3/1/2021,0.502172478,4.921955413,2989,142.2,6,5.29,94.7
BC,4/1/2021,0.493858364,3.874377065,3162,146.3,5.5,5.11,95.8
BC,5/1/2021,0.468916022,0.643512414,3176,150.1,5.3,4.73,101
BC,6/1/2021,0.415705694,0.109746303,3185,153.3,5.1,4.6,101.4
BC,7/1/2021,0.640186768,0.08979243,3202,155.6,5.3,4.58,103
BC,8/1/2021,0.768224122,0.809794691,3251,157.2,5.5,4.36,102.5
BC,9/1/2021,0.705036856,4.99179397,3346,158.3,5.3,4.21,101.3
BC,10/1/2021,0.711688148,13.75320717,3266,161.2,5.7,4.17,101.2
BC,11/1/2021,0.52711482,4.976828565,3403,167.5,5.7,4.12,100.3
BC,12/1/2021,0.739956135,1.019310361,3545,165.2,6,4.12,103.2
BC,1/1/2022,0.390763352,17.69575997,3265,164.3,6,4.1,102.3
BC,2/1/2022,0.520463528,11.47680279,3263,168.5,5.8,4.15,102
BC,3/1/2022,0.552057161,2.096819519,3419,177.6,5.6,4.16,102.6
BC,4/1/2022,0.410717225,0.84471397,3403,179.9,5.5,4.22,103.4
BC,5/1/2022,0.51547506,0.460601909,3533,181.6,5.5,4.53,102.4
BC,6/1/2022,0.415705694,0.071501379,3582,184.4,5.5,4.87,101.8
BC,7/1/2022,0.525451997,4.002414419,3585,187.1,5.5,5.27,102.1
BC,8/1/2022,0.65348935,6.65794239,3634,180.6,5.5,5.68,100.6
BC,9/1/2022,0.52711482,2.153355493,3652,180.4,5.5,6.21,101.9
BC,10/1/2022,0.405728757,0.601941844,3556,182.1,5.7,6.73,102.4
BH,4/1/2020,0.141484536,0.827140362,4316,133.7,6.4,5.68,59.9
BH,5/1/2020,0.121531588,0.275713454,4147,134.2,6.7,5.75,67.1
BH,6/1/2020,0.1686931,0.114275971,4239,135.8,6.9,5.79,79.1
BH,7/1/2020,0.270271741,0.451662171,5187,135.8,6.5,5.78,85.2
BH,8/1/2020,0.159623579,2.595697056,5349,136.4,6.3,5.78,90.1
BH,9/1/2020,0.203157282,2.256496952,2629,136.8,6.1,5.65,92.7
BH,10/1/2020,0.596774515,5.372784543,2666,136.4,6.1,5.41,92
BH,11/1/2020,0.495195874,13.6206074,2682,140,6.2,5.27,89
BH,12/1/2020,0.594960611,6.571775286,2744,140,6.3,5.36,90.7
BH,1/1/2021,0.370036478,4.335231282,2781,135.7,5.9,5.26,93.7
BH,2/1/2021,0.484312449,2.296402846,2738,137.9,5.9,5.28,94.4
BH,3/1/2021,0.75458419,6.479266167,2789,142.2,6,5.29,94.7
BH,4/1/2021,0.678400209,6.230761277,2850,146.3,5.5,5.11,95.8
BH,5/1/2021,0.645749932,1.523679614,2823,150.1,5.3,4.73,101
BH,6/1/2021,0.645749932,0.1686931,2890,153.3,5.1,4.6,101.4
BH,7/1/2021,0.549613004,0.036278086,2880,155.6,5.3,4.58,103
BH,8/1/2021,0.658447262,0.28659688,2898,157.2,5.5,4.36,102.5
BH,9/1/2021,0.761839807,4.32616176,2826,158.3,5.3,4.21,101.3
BH,10/1/2021,0.716492199,21.77592115,2894,161.2,5.7,4.17,101.2
BH,11/1/2021,0.642122123,10.70203538,2954,167.5,5.7,4.12,100.3
BH,12/1/2021,0.758211998,2.370772923,3014,165.2,6,4.12,103.2
BH,1/1/2022,0.408128468,27.63301814,3030,164.3,6,4.1,102.3
BH,2/1/2022,0.551426908,21.91740568,3105,168.5,5.8,4.15,102
BH,3/1/2022,0.798117893,3.76929314,3167,177.6,5.6,4.16,102.6
BH,4/1/2022,0.558682525,1.487401528,3132,179.9,5.5,4.22,103.4
BH,5/1/2022,0.526032248,0.750956381,3183,181.6,5.5,4.53,102.4
BH,6/1/2022,0.526032248,0.1686931,3184,184.4,5.5,4.87,101.8
BH,7/1/2022,0.487940257,6.092904551,3180,187.1,5.5,5.27,102.1
BH,8/1/2022,0.495195874,8.260520191,3192,180.6,5.5,5.68,100.6
BH,9/1/2022,0.565938142,2.936711065,3249,180.4,5.5,6.21,101.9
BH,10/1/2022,0.576821568,1.14275971,3251,182.1,5.7,6.73,102.4
BN,4/1/2020,0.057434761,0.625025339,2385,133.7,6.4,5.68,59.9
BN,5/1/2020,0.070948822,0.506777302,2546,134.2,6.7,5.75,67.1
BN,6/1/2020,0.121626552,0.635160885,2607,135.8,6.9,5.79,79.1
BN,7/1/2020,0.138519129,1.128424125,2688,135.8,6.5,5.78,85.2
BN,8/1/2020,0.226360528,0.962876873,2634,136.4,6.3,5.78,90.1
BN,9/1/2020,0.148654675,1.246672162,2634,136.8,6.1,5.65,92.7
BN,10/1/2020,0.368258173,4.148816844,2681,136.4,6.1,5.41,92
BN,11/1/2020,0.395286295,10.29433626,2731,140,6.2,5.27,89
BN,12/1/2020,0.307444896,5.23332027,2873,140,6.3,5.36,90.7
BN,1/1/2021,0.212846467,3.074448964,2803,135.7,5.9,5.26,93.7
BN,2/1/2021,0.243253105,1.861561955,2611,137.9,5.9,5.28,94.4
BN,3/1/2021,0.358122627,4.89209022,2674,142.2,6,5.29,94.7
BN,4/1/2021,0.304066381,4.483289863,2701,146.3,5.5,5.11,95.8
BN,5/1/2021,0.378393719,0.956119843,2651,150.1,5.3,4.73,101
BN,6/1/2021,0.334473019,0.074327338,2658,153.3,5.1,4.6,101.4
BN,7/1/2021,0.368258173,0.125005068,2677,155.6,5.3,4.58,103
BN,8/1/2021,0.466235118,1.337892077,2725,157.2,5.5,4.36,102.5
BN,9/1/2021,0.503398786,7.777342325,2680,158.3,5.3,4.21,101.3
BN,10/1/2021,0.337851535,11.99372948,2731,161.2,5.7,4.17,101.2
BN,11/1/2021,0.412178872,3.699474303,2850,167.5,5.7,4.12,100.3
BN,12/1/2021,0.543940971,1.040582726,2793,165.2,6,4.12,103.2
BN,1/1/2022,0.270281228,16.17633147,2876,164.3,6,4.1,102.3
BN,2/1/2022,0.402043326,14.80803276,2915,168.5,5.8,4.15,102
BN,3/1/2022,0.418935903,2.827817344,3047,177.6,5.6,4.16,102.6
BN,4/1/2022,0.496641756,1.229779586,3151,179.9,5.5,4.22,103.4
BN,5/1/2022,0.422314418,0.520291363,3099,181.6,5.5,4.53,102.4
BN,6/1/2022,0.283795289,0.104733976,3058,184.4,5.5,4.87,101.8
BN,7/1/2022,0.320958958,6.01713583,3079,187.1,5.5,5.27,102.1
BN,8/1/2022,0.445964026,6.11849129,3023,180.6,5.5,5.68,100.6
BN,9/1/2022,0.432449964,1.591280728,3099,180.4,5.5,6.21,101.9
BN,10/1/2022,0.513534332,0.489884725,3113,182.1,5.7,6.73,102.4
BT,4/1/2020,0.08146204,1.160834069,2659,133.7,6.4,5.68,59.9
BT,5/1/2020,0.137467192,0.768798002,2706,134.2,6.7,5.75,67.1
BT,6/1/2020,0.099281861,0.666970452,2850,135.8,6.9,5.79,79.1
BT,7/1/2020,0.267297319,0.379307624,2996,135.8,6.5,5.78,85.2
BT,8/1/2020,0.259660252,0.4073102,2845,136.4,6.3,5.78,90.1
BT,9/1/2020,0.234203365,0.870625552,2845,136.8,6.1,5.65,92.7
BT,10/1/2020,0.28511714,4.024733912,2807,136.4,6.1,5.41,92
BT,11/1/2020,0.262205941,7.351949107,2860,140,6.2,5.27,89
BT,12/1/2020,0.369124869,5.295032598,2833,140,6.3,5.36,90.7
BT,1/1/2021,0.343667981,4.154564038,2919,135.7,5.9,5.26,93.7
BT,2/1/2021,0.234203365,2.830805889,2866,137.9,5.9,5.28,94.4
BT,3/1/2021,0.455678286,4.477866509,2845,142.2,6,5.29,94.7
BT,4/1/2021,0.417492955,2.899539485,2899,146.3,5.5,5.11,95.8
BT,5/1/2021,0.252023186,0.697518717,2873,150.1,5.3,4.73,101
BT,6/1/2021,0.313119716,0.132375815,2874,153.3,5.1,4.6,101.4
BT,7/1/2021,0.353850736,0.06109653,2883,155.6,5.3,4.58,103
BT,8/1/2021,0.425130021,0.290208517,2914,157.2,5.5,4.36,102.5
BT,9/1/2021,0.440404154,5.694705731,2839,158.3,5.3,4.21,101.3
BT,10/1/2021,0.308028339,11.69489411,2986,161.2,5.7,4.17,101.2
BT,11/1/2021,0.374216246,3.4392255,3004,167.5,5.7,4.12,100.3
BT,12/1/2021,0.44804122,0.987727235,3059,165.2,6,4.12,103.2
BT,1/1/2022,0.254568875,17.90892035,3031,164.3,6,4.1,102.3
BT,2/1/2022,0.397127445,12.09202156,3059,168.5,5.8,4.15,102
BT,3/1/2022,0.412401577,1.863444164,3136,177.6,5.6,4.16,102.6
BT,4/1/2022,0.473498107,0.498954995,3145,179.9,5.5,4.22,103.4
BT,5/1/2022,0.371670557,0.351305047,3343,181.6,5.5,4.53,102.4
BT,6/1/2022,0.282571451,0.10182755,3214,184.4,5.5,4.87,101.8
BT,7/1/2022,0.310574027,3.199930757,3172,187.1,5.5,5.27,102.1
BT,8/1/2022,0.496409306,4.526234595,3166,180.6,5.5,5.68,100.6
BT,9/1/2022,0.394581756,2.527868928,3208,180.4,5.5,6.21,101.9
BT,10/1/2022,0.282571451,0.498954995,3149,182.1,5.7,6.73,102.4
BR,4/1/2020,0.12435513,0.081719085,2661,133.7,6.4,5.68,59.9
BR,5/1/2020,0.145673152,0.017765019,2670,134.2,6.7,5.75,67.1
BR,6/1/2020,0.149226156,0.675070705,2761,135.8,6.9,5.79,79.1
BR,7/1/2020,0.259369271,2.177991274,2947,135.8,6.5,5.78,85.2
BR,8/1/2020,0.373065389,3.094666231,2766,136.4,6.3,5.78,90.1
BR,9/1/2020,0.351747367,2.458678567,2766,136.8,6.1,5.65,92.7
BR,10/1/2020,0.277134289,3.545897702,2789,136.4,6.1,5.41,92
BR,11/1/2020,0.380171397,8.182567543,2736,140,6.2,5.27,89
BR,12/1/2020,0.401489419,8.985546381,2871,140,6.3,5.36,90.7
BR,1/1/2021,0.262922274,3.922516095,2909,135.7,5.9,5.26,93.7
BR,2/1/2021,0.227392237,1.737418814,2690,137.9,5.9,5.28,94.4
BR,3/1/2021,0.419254438,6.246180521,2641,142.2,6,5.29,94.7
BR,4/1/2021,0.31621733,4.871168085,2688,146.3,5.5,5.11,95.8
BR,5/1/2021,0.397936415,1.122749172,2696,150.1,5.3,4.73,101
BR,6/1/2021,0.458337479,0.117249122,2730,153.3,5.1,4.6,101.4
BR,7/1/2021,0.422807441,0.06750707,2721,155.6,5.3,4.58,103
BR,8/1/2021,0.305558319,0.369512386,2759,157.2,5.5,4.36,102.5
BR,9/1/2021,0.383724401,3.968705143,2699,158.3,5.3,4.21,101.3
BR,10/1/2021,0.326876341,20.24501514,2819,161.2,5.7,4.17,101.2
BR,11/1/2021,0.291346304,8.061765416,2859,167.5,5.7,4.12,100.3
BR,12/1/2021,0.284240297,2.249051348,2929,165.2,6,4.12,103.2
BR,1/1/2022,0.266475278,7.617639953,3102,164.3,6,4.1,102.3
BR,2/1/2022,0.31621733,17.21785598,3076,168.5,5.8,4.15,102
BR,3/1/2022,0.337535352,3.414436565,3158,177.6,5.6,4.16,102.6
BR,4/1/2022,0.245157256,1.22578628,3182,179.9,5.5,4.22,103.4
BR,5/1/2022,0.383724401,0.422807441,3324,181.6,5.5,4.53,102.4
BR,6/1/2022,0.415701434,0.046189048,3322,184.4,5.5,4.87,101.8
BR,7/1/2022,0.369512386,3.290081435,3351,187.1,5.5,5.27,102.1
BR,8/1/2022,0.341088356,5.205150434,3273,180.6,5.5,5.68,100.6
BR,9/1/2022,0.326876341,1.669911743,3284,180.4,5.5,6.21,101.9
BR,10/1/2022,0.34464136,0.500973523,3346,182.1,5.7,6.73,102.4
BV,4/1/2020,0.25978065,0.836054627,2819,133.7,6.4,5.68,59.9
BV,5/1/2020,0.737264802,0.536026271,2817,134.2,6.7,5.75,67.1
BV,6/1/2020,0.889108422,1.342809839,3000,135.8,6.9,5.79,79.1
BV,7/1/2020,1.192795661,2.890517092,2940,135.8,6.5,5.78,85.2
BV,8/1/2020,1.328174309,2.744161796,2953,136.4,6.3,5.78,90.1
BV,9/1/2020,1.106811924,2.738673472,2953,136.8,6.1,5.65,92.7
BV,10/1/2020,1.507459546,6.521957868,2983,136.4,6.1,5.41,92
BV,11/1/2020,1.598931606,17.23699496,2995,140,6.2,5.27,89
BV,12/1/2020,2.252042114,11.24740448,3152,140,6.3,5.36,90.7
BV,1/1/2021,1.136082983,6.600623839,3346,135.7,5.9,5.26,93.7
BV,2/1/2021,1.450746869,6.167046276,3195,137.9,5.9,5.28,94.4
BV,3/1/2021,1.984943699,12.24079105,3147,142.2,6,5.29,94.7
BV,4/1/2021,1.450746869,7.204339435,3348,146.3,5.5,5.11,95.8
BV,5/1/2021,1.373910339,1.472700164,3321,150.1,5.3,4.73,101
BV,6/1/2021,1.732480814,0.13720809,3260,153.3,5.1,4.6,101.4
BV,7/1/2021,1.668450372,0.047565471,3396,155.6,5.3,4.58,103
BV,8/1/2021,2.041656376,0.592738948,3284,157.2,5.5,4.36,102.5
BV,9/1/2021,2.158740613,5.263302324,3260,158.3,5.3,4.21,101.3
BV,10/1/2021,1.672109254,23.66382189,3278,161.2,5.7,4.17,101.2
BV,11/1/2021,1.60441993,11.01872433,3516,167.5,5.7,4.12,100.3
BV,12/1/2021,1.924572139,3.155786065,3669,165.2,6,4.12,103.2
BV,1/1/2022,1.233043367,29.55645198,3431,164.3,6,4.1,102.3
BV,2/1/2022,1.408669722,34.59473304,3430,168.5,5.8,4.15,102
BV,3/1/2022,1.747116343,7.765977882,3706,177.6,5.6,4.16,102.6
BV,4/1/2022,1.575148871,2.745991237,3604,179.9,5.5,4.22,103.4
BV,5/1/2022,1.931889904,1.264143867,3629,181.6,5.5,4.53,102.4
BV,6/1/2022,1.48184737,0.318322768,3821,184.4,5.5,4.87,101.8
BV,7/1/2022,1.556854459,11.36997704,3688,187.1,5.5,5.27,102.1
BV,8/1/2022,1.571489988,11.52730898,3719,180.6,5.5,5.68,100.6
BV,9/1/2022,1.533071723,3.512527099,3754,180.4,5.5,6.21,101.9
BV,10/1/2022,1.639179313,1.456235193,3819,182.1,5.7,6.73,102.4
B,4/1/2020,0.987791802,0.742591125,4246,133.7,6.4,5.68,59.9
B,5/1/2020,0.883537832,0.407114664,4073,134.2,6.7,5.75,67.1
B,6/1/2020,1.375104036,0.679689288,4258,135.8,6.9,5.79,79.1
B,7/1/2020,1.815999315,1.599337434,4320,135.8,6.5,5.78,85.2
B,8/1/2020,1.594678039,2.988419655,4139,136.4,6.3,5.78,90.1
B,9/1/2020,1.721064136,3.75605503,4139,136.8,6.1,5.65,92.7
B,10/1/2020,3.090926352,10.6432237,4218,136.4,6.1,5.41,92
B,11/1/2020,2.529469219,18.51993144,4243,140,6.2,5.27,89
B,12/1/2020,3.096168172,19.51995415,4289,140,6.3,5.36,90.7
B,1/1/2021,1.590601068,10.15223992,4716,135.7,5.9,5.26,93.7
B,2/1/2021,2.06352969,6.2843594,4373,137.9,5.9,5.28,94.4
B,3/1/2021,2.630811067,17.47913901,4313,142.2,6,5.29,94.7
B,4/1/2021,2.30640067,12.07831745,4748,146.3,5.5,5.11,95.8
B,5/1/2021,2.250487926,1.901033279,4726,150.1,5.3,4.73,101
B,6/1/2021,2.311642489,0.23238734,4513,153.3,5.1,4.6,101.4
B,7/1/2021,2.733317763,0.283640688,4631,155.6,5.3,4.58,103
B,8/1/2021,2.96395783,1.682624125,4640,157.2,5.5,4.36,102.5
B,9/1/2021,2.992496626,12.27401205,4511,158.3,5.3,4.21,101.3
B,10/1/2021,2.655272892,44.5345002,4612,161.2,5.7,4.17,101.2
B,11/1/2021,2.416478883,10.24833994,4673,167.5,5.7,4.12,100.3
B,12/1/2021,3.373402191,4.45845887,5175,165.2,6,4.12,103.2
B,1/1/2022,1.680294427,39.08475498,4832,164.3,6,4.1,102.3
B,2/1/2022,2.53354619,74.85376779,4868,168.5,5.8,4.15,102
B,3/1/2022,3.326808239,21.38371227,5315,177.6,5.6,4.16,102.6
B,4/1/2022,2.710020787,6.422393986,5287,179.9,5.5,4.22,103.4
B,5/1/2022,2.942990551,2.100222428,5093,181.6,5.5,4.53,102.4
B,6/1/2022,2.456666168,0.665128678,5182,184.4,5.5,4.87,101.8
B,7/1/2022,2.735065036,21.16938008,5228,187.1,5.5,5.27,102.1
B,8/1/2022,2.319796431,14.68524911,5119,180.6,5.5,5.68,100.6
B,9/1/2022,3.066464527,4.380413999,5243,180.4,5.5,6.21,101.9
B,10/1/2022,3.290697925,2.66692138,5220,182.1,5.7,6.73,102.4
BZ,4/1/2020,0.09630129,0.049385277,2479,133.7,6.4,5.68,59.9
BZ,5/1/2020,0.051854541,0.434590436,2470,134.2,6.7,5.75,67.1
BZ,6/1/2020,0.106178345,0.911158356,2572,135.8,6.9,5.79,79.1
BZ,7/1/2020,0.145686566,1.834663032,2588,135.8,6.5,5.78,85.2
BZ,8/1/2020,0.130870983,2.31616948,2579,136.4,6.3,5.78,90.1
BZ,9/1/2020,0.083954971,1.303771307,2579,136.8,6.1,5.65,92.7
BZ,10/1/2020,0.296311661,2.856938261,2596,136.4,6.1,5.41,92
BZ,11/1/2020,0.222233745,6.521325797,2620,140,6.2,5.27,89
BZ,12/1/2020,0.375328103,4.103916499,2636,140,6.3,5.36,90.7
BZ,1/1/2021,0.209887426,1.881579045,2773,135.7,5.9,5.26,93.7
BZ,2/1/2021,0.251864912,1.419826707,2739,137.9,5.9,5.28,94.4
BZ,3/1/2021,0.362981784,3.14584213,2720,142.2,6,5.29,94.7
BZ,4/1/2021,0.274088286,3.380422195,2840,146.3,5.5,5.11,95.8
BZ,5/1/2021,0.30865798,0.837080441,2790,150.1,5.3,4.73,101
BZ,6/1/2021,0.313596507,0.071608651,2821,153.3,5.1,4.6,101.4
BZ,7/1/2021,0.335819882,0.051854541,2829,155.6,5.3,4.58,103
BZ,8/1/2021,0.281496078,0.36051252,2795,157.2,5.5,4.36,102.5
BZ,9/1/2021,0.291373133,3.5508014,2806,158.3,5.3,4.21,101.3
BZ,10/1/2021,0.345696937,17.00582005,2894,161.2,5.7,4.17,101.2
BZ,11/1/2021,0.279026814,7.091725744,2934,167.5,5.7,4.12,100.3
BZ,12/1/2021,0.335819882,1.427234499,3028,165.2,6,4.12,103.2
BZ,1/1/2022,0.227172273,12.08951575,2978,164.3,6,4.1,102.3
BZ,2/1/2022,0.274088286,22.77402038,2998,168.5,5.8,4.15,102
BZ,3/1/2022,0.298780924,3.224858573,3108,177.6,5.6,4.16,102.6
BZ,4/1/2022,0.214825954,0.940789522,3086,179.9,5.5,4.22,103.4
BZ,5/1/2022,0.254334175,0.367920312,3084,181.6,5.5,4.53,102.4
BZ,6/1/2022,0.301250188,0.074077915,3229,184.4,5.5,4.87,101.8
BZ,7/1/2022,0.293842397,4.18787147,3233,187.1,5.5,5.27,102.1
BZ,8/1/2022,0.338289146,5.681776092,3194,180.6,5.5,5.68,100.6
BZ,9/1/2022,0.303719452,2.237153038,3233,180.4,5.5,6.21,101.9
BZ,10/1/2022,0.271619022,0.60496964,3265,182.1,5.7,6.73,102.4
CL,4/1/2020,0.081140769,0.169337256,2633,133.7,6.4,5.68,59.9
CL,5/1/2020,0.077612909,0.165809397,2673,134.2,6.7,5.75,67.1
CL,6/1/2020,0.176392975,0.28928448,2732,135.8,6.9,5.79,79.1
CL,7/1/2020,0.14464224,0.416287422,2955,135.8,6.5,5.78,85.2
